division,family,subfamily,tribe,genus,specific_epithet,subspecific_epithet,common_name,scientific_name,author,year_of_publication
Heterocera,Nolidae,Chloephorinae,,Chandica,sp.,,,Chandica sp.,,
Heterocera,Nolidae,Chloephorinae,,Chloroplaga,pallida,,,Chloroplaga pallida,,
Heterocera,Nolidae,Chloephorinae,,Diehlea,sp.,,,Diehlea sp.,,
Heterocera,Nolidae,Chloephorinae,,Hylophyllodes,rubromarginata,,,Hylophyllodes rubromarginata,,
Heterocera,Nolidae,Chloephorinae,Careini,Aiteta,sp.,,,Aiteta sp.,,
Heterocera,Nolidae,Chloephorinae,Careini,Chora,sp.,,,Chora sp.,,
Heterocera,Nolidae,Chloephorinae,Careini,Maurilia,sp.,,,Maurilia sp.,,
Heterocera,Nolidae,Chloephorinae,Eariadini,Earias,cupreoviridis,,,Earias cupreoviridis,,
Heterocera,Nolidae,Chloephorinae,Eariadini,Earias,flavida,,,Earias flavida,,
Heterocera,Nolidae,Chloephorinae,Eariadini,Paracrama,dulcissima,,,Paracrama dulcissima,,
Heterocera,Nolidae,Chloephorinae,Eariadini,Paracrama,latimargo,,,Paracrama latimargo,,
Heterocera,Nolidae,Chloephorinae,Sarrothripini,Characoma,sp.,,,Characoma sp.,,
Heterocera,Nolidae,Eligminae,,Eligma,narcissus,philippinensis,,Eligma narcissus philippinensis,,
Heterocera,Nolidae,Eligminae,,Eligma,sp.,,,Eligma sp.,,
Heterocera,Nolidae,Eligminae,,Triorbis,and,,,Triorbis and,,
Heterocera,Nolidae,Eligminae,,Triorbis,annulata,,,Triorbis annulata,,
Heterocera,Nolidae,Nolinae,,Giaura,multipunctata,,,Giaura multipunctata,,
Heterocera,Nolidae,Nolinae,,Manoba,cernyi,,,Manoba cernyi,,
Heterocera,Nolidae,Nolinae,,Nola,sp.,,,Nola sp.,,
Heterocera,Nolidae,Nolinae,Nolini,Nola,sp.,,,Nola sp.,,
Heterocera,Nolidae,Risobinae,,Risoba,sp.,,,Risoba sp.,,
Heterocera,Nolidae,Westermanniinae,,Westermannia,sp.,,,Westermannia sp.,,
Heterocera,Nolidae,Westermanniinae,,Westermannia,ichneumonis,,,Westermannia ichneumonis,,
Heterocera,Notodontidae,Cerurinae,,Cerasana,sp.,,,Cerasana sp.,,
Heterocera,Notodontidae,Cerurinae,,Saliocleta,sp.,,,Saliocleta sp.,,
Heterocera,Notodontidae,Cerurinae,,Saliocleta,commutatis,,,Saliocleta commutatis,,
Heterocera,Notodontidae,Cerurinae,,Syntypistis,sp.,,,Syntypistis sp.,,
Heterocera,Notodontidae,Cerurinae,,Syntypistis,charistera,,,Syntypistis charistera,,
Heterocera,Notodontidae,Cerurinae,,Syntypistis,pallidifascia,,,Syntypistis pallidifascia,,
Heterocera,Notodontidae,Dicranurinae,,Somera,sp.,,,Somera sp.,,
Heterocera,Notodontidae,Dudusinae,,Dudusa,minor,minor,,Dudusa minor minor,,
Heterocera,Notodontidae,Dudusinae,,Dudusa,minor,,,Dudusa minor,,
Heterocera,Notodontidae,Dudusinae,,Dudusa,minor,expectata,,Dudusa minor expectata,,
Heterocera,Notodontidae,Dudusinae,,Gangarides,sp.,,,Gangarides sp.,,
Heterocera,Notodontidae,Dudusinae,,Gargetta,sp.,,,Gargetta sp.,,
Heterocera,Notodontidae,Dudusinae,,Phycidopsis,sp.,,,Phycidopsis sp.,,
Heterocera,Notodontidae,Dudusinae,,Tarsolepis,sp,,,Tarsolepis sp,,
Heterocera,Notodontidae,Heterocampinae,,Stauropus,alternus,,,Stauropus alternus,,
Heterocera,Notodontidae,Notodontinae,,Chadisra,calapana,,,Chadisra calapana,,
Heterocera,Notodontidae,Notodontinae,,Chadisra,luzonensis,,,Chadisra luzonensis,,
Heterocera,Notodontidae,Notodontinae,,Chadisra,sp.,,,Chadisra sp.,,
Heterocera,Notodontidae,Notodontinae,,Kamalia,rosea,,,Kamalia rosea,,
Heterocera,Notodontidae,Phalerinae,,Phalera,sp.,,,Phalera sp.,,
Heterocera,Notodontidae,Ptilodontinae,,Allodonta,maternalis,,,Allodonta maternalis,,
Heterocera,Notodontidae,Pygaerinae,,Allata,benderi,,,Allata benderi,,
Heterocera,Notodontidae,Pygaerinae,,Clostera,sp.,,,Clostera sp.,,
Heterocera,Notodontidae,Pygaerinae,,Micromelalopha,sp.,,,Micromelalopha sp.,,
Heterocera,Psychidae,,,Cryptothelea,fuscescens,,,Cryptothelea fuscescens,,
Heterocera,Psychidae,,,Lepidoscia,sp.,,,Lepidoscia sp.,,
Heterocera,Psychidae,,,Eumeta,sp.,,,Eumeta sp.,,
Heterocera,Psychidae,,,Eumeta,variegata,,,Eumeta variegata,,
Heterocera,Pterophoridae,Deuterocopinae,,Deuterocopus,ritsemae,,,Deuterocopus ritsemae,,
Heterocera,Pterophoridae,Deuterocopinae,,Deuterocopus,socotranus,,,Deuterocopus socotranus,,
Heterocera,Pterophoridae,Deuterocopinae,,Hexadactilia,trilobata,,,Hexadactilia trilobata,,
Heterocera,Pterophoridae,Ochyroticinae,,Ochyrotica,breviapex,,,Ochyrotica breviapex,,
Heterocera,Pterophoridae,Pterophorinae,,Diacrotricha,fasciola,,,Diacrotricha fasciola,,
Heterocera,Pterophoridae,Pterophorinae,,Exelastis,phlyctaenias,,,Exelastis phlyctaenias,,
Heterocera,Pterophoridae,Pterophorinae,,Exelastis,sp.,,,Exelastis sp.,,
Heterocera,Pterophoridae,Pterophorinae,,Lantanophaga,pusillidactylus,,,Lantanophaga pusillidactylus,,
Heterocera,Pterophoridae,Pterophorinae,,Megalorhipida,leucodactylus,,,Megalorhipida leucodactylus,,
Heterocera,Pterophoridae,Pterophorinae,,Platyptilia,sp.,,,Platyptilia sp.,,
Heterocera,Pterophoridae,Pterophorinae,,Pterophorus,niveus,,,Pterophorus niveus,,
Heterocera,Pterophoridae,Pterophorinae,,Sphenarches,anisodactylus,,,Sphenarches anisodactylus,,
Heterocera,Pterophoridae,Pterophorinae,,Sphenarches,zanclistes,,,Sphenarches zanclistes,,
Heterocera,Pterophoridae,Pterophorinae,,Stenoptilodes,taprobanes,,,Stenoptilodes taprobanes,,
Heterocera,Pterophoridae,Pterophorinae,,Xyroptila,sp.,,,Xyroptila sp.,,
Heterocera,Pyralidae,Chysauginae,,Macna,sp.,,,Macna sp.,,
Heterocera,Pyralidae,Epipaschiinae,,Lista,ficki,,,Lista ficki,,
Heterocera,Pyralidae,Epipaschiinae,,Lista,haraldusalis,,,Lista haraldusalis,,
Heterocera,Pyralidae,Epipaschiinae,,Orthaga,sp.,,,Orthaga sp.,,
Heterocera,Pyralidae,Epipaschiinae,,Salma,sp.,,,Salma sp.,,
Heterocera,Pyralidae,Epipaschiinae,,Termioptycha,sp.,,,Termioptycha sp.,,
Heterocera,Pyralidae,Epipaschiinae,,Termioptycha,conjuncta,,,Termioptycha conjuncta,,
Heterocera,Pyralidae,Galleriinae,,Doloessa,sp.,,,Doloessa sp.,,
Heterocera,Pyralidae,Galleriinae,,Ertzica,morosella,,,Ertzica morosella,,
Heterocera,Pyralidae,Galleriinae,Galleriini,Galleria,mellonella,,,Galleria mellonella,,
Heterocera,Pyralidae,Galleriinae,,Lamoria,sp.,,,Lamoria sp.,,
Heterocera,Pyralidae,Galleriinae,,Tirathaba,rufivena,,,Tirathaba rufivena,,
Heterocera,Pyralidae,Phycitinae,,Dioryctria,sp.,,,Dioryctria sp.,,
Heterocera,Pyralidae,Phycitinae,,Epicrocis,sp.,,,Epicrocis sp.,,
Heterocera,Pyralidae,Phycitinae,,Indomyrlaea,ferreotincta,,,Indomyrlaea ferreotincta,,
Heterocera,Pyralidae,Pyralinae,,Endotricha,sp.,,,Endotricha sp.,,
Heterocera,Pyralidae,Pyralinae,,Hypsopygia,sp.,,,Hypsopygia sp.,,
Heterocera,Pyralidae,Pyralinae,,Lixa,productalis,,,Lixa productalis,,
Heterocera,Pyralidae,Pyralinae,,Loryma,recusata,,,Loryma recusata,,
Heterocera,Pyralidae,Pyralinae,,Methora,sp.,,,Methora sp.,,
Heterocera,Pyralidae,Pyralinae,,Pyralis,manihotalis,,,Pyralis manihotalis,,
Heterocera,Pyralidae,Pyralinae,,Sacada,sp,,,Sacada sp,,
Heterocera,Pyralidae,Pyralinae,,Sacada,sp.,,,Sacada sp.,,
Heterocera,Pyralidae,Pyralinae,,Vitessa,pyraliata,triangulifera,,Vitessa pyraliata triangulifera,,
Heterocera,Pyralidae,Pyralinae,,Vitessa,pyraliata,,,Vitessa pyraliata,,
Heterocera,Saturniidae,Saturniinae,,Actias,philippinica,,,Actias philippinica,,
Heterocera,Saturniidae,Saturniinae,,Actias,selene,,,Actias selene,,
Heterocera,Saturniidae,Saturniinae,,Antheraea,gulata,,,Antheraea gulata,,
Heterocera,Saturniidae,Saturniinae,,Antheraea,sp.,,,Antheraea sp.,,
Heterocera,Saturniidae,Saturniinae,,Antheraea,paniki,,,Antheraea paniki,,
Heterocera,Saturniidae,Saturniinae,,Antheraea,platessa,,,Antheraea platessa,,
Heterocera,Saturniidae,Saturniinae,,Antheraea,schroederi,,,Antheraea schroederi,,
Heterocera,Saturniidae,Saturniinae,,Antheraea,semperi,,,Antheraea semperi,,
Heterocera,Saturniidae,Saturniinae,,Attacus,atlas,,,Attacus atlas,,
Heterocera,Saturniidae,Saturniinae,,Attacus,lemairei,,,Attacus lemairei,,
Heterocera,Saturniidae,Saturniinae,,Attacus,lorquinii,,,Attacus lorquinii,,
Heterocera,Saturniidae,Saturniinae,,Attacus,sp.,,,Attacus sp.,,
Heterocera,Saturniidae,Saturniinae,,Attacus,caesar,,,Attacus caesar,,
Heterocera,Saturniidae,Saturniinae,,Cricula,luzonica,,,Cricula luzonica,,
Heterocera,Saturniidae,Saturniinae,,Cricula,mindanaensis,,,Cricula mindanaensis,,
Heterocera,Saturniidae,Saturniinae,,Loepa,sp.,,,Loepa sp.,,
Heterocera,Saturniidae,Saturniinae,,Samia,luzonica,,,Samia luzonica,,
Heterocera,Saturniidae,Saturniinae,,Samia,treadawayi,,,Samia treadawayi,NAUMANN,1998
Heterocera,Sphingidae,Macroglossinae,,Acosmeryx,anceus,,,Acosmeryx anceus,,
Heterocera,Sphingidae,Macroglossinae,,Acosmeryx,socrates,,,Acosmeryx socrates,,
Heterocera,Sphingidae,Macroglossinae,,Cechenena,helops,,,Cechenena helops,,
Heterocera,Sphingidae,Macroglossinae,,Cephonodes,hylas,,,Cephonodes hylas,,
Heterocera,Sphingidae,Macroglossinae,,Daphnis,hypothous,crameri,,Daphnis hypothous crameri,,
Heterocera,Sphingidae,Macroglossinae,,Daphnis,nerii,,,Daphnis nerii,,
Heterocera,Sphingidae,Macroglossinae,,Daphnis,placida,,,Daphnis placida,,
Heterocera,Sphingidae,Macroglossinae,,Elibia,linigera,,,Elibia linigera,,
Heterocera,Sphingidae,Macroglossinae,,Eupanacra,variegata,,,Eupanacra variegata,,
Heterocera,Sphingidae,Macroglossinae,,Eupanacra,tiridates,,,Eupanacra tiridates,,
Heterocera,Sphingidae,Macroglossinae,,Eupanacra,treadawayi,,,Eupanacra treadawayi,,
Heterocera,Sphingidae,Macroglossinae,,Eurypteryx,alleni,,,Eurypteryx alleni,,
Heterocera,Sphingidae,Macroglossinae,,Gnathothlibus,eras,,,Gnathothlibus eras,,
Heterocera,Sphingidae,Macroglossinae,,Hippotion,brunnea,,,Hippotion brunnea,,
Heterocera,Sphingidae,Macroglossinae,,Hippotion,celerio,,,Hippotion celerio,,
Heterocera,Sphingidae,Macroglossinae,,Hippotion,sp.,,,Hippotion sp.,,
Heterocera,Sphingidae,Macroglossinae,,Hippotion,velox,,,Hippotion velox,,
Heterocera,Sphingidae,Macroglossinae,,Macroglossum,insipida,,,Macroglossum insipida,,
Heterocera,Sphingidae,Macroglossinae,,Macroglossum,sp.,,,Macroglossum sp.,,
Heterocera,Sphingidae,Macroglossinae,,Macroglossum,prometheus,,,Macroglossum prometheus,,
Heterocera,Sphingidae,Macroglossinae,,Macroglossum,pyrrhosticta,,,Macroglossum pyrrhosticta,,
Heterocera,Sphingidae,Macroglossinae,,Neogurelca,hyas,,,Neogurelca hyas,,
Heterocera,Sphingidae,Macroglossinae,,Pergesa,acteus,,,Pergesa acteus,,
Heterocera,Sphingidae,Macroglossinae,,Theretra,alecto,,,Theretra alecto,,
Heterocera,Sphingidae,Macroglossinae,,Theretra,clotho,,,Theretra clotho,,
Heterocera,Sphingidae,Macroglossinae,,Theretra,insularis,,,Theretra insularis,,
Heterocera,Sphingidae,Macroglossinae,,Theretra,latreillii,,,Theretra latreillii,,
Heterocera,Sphingidae,Macroglossinae,,Theretra,lucasii,,,Theretra lucasii,,
Heterocera,Sphingidae,Macroglossinae,,Theretra,manilae,,,Theretra manilae,,
Heterocera,Sphingidae,Macroglossinae,,Theretra,nessus,,,Theretra nessus,,
Heterocera,Sphingidae,Macroglossinae,,Theretra,oldenlandiae,,,Theretra oldenlandiae,,
Heterocera,Sphingidae,Macroglossinae,,Theretra,rhesus,,,Theretra rhesus,,
Heterocera,Sphingidae,Macroglossinae,,Theretra,silhetensis,intersecta,,Theretra silhetensis intersecta,,
Heterocera,Sphingidae,Smerinthinae,,Ambulyx,bakeri,,,Ambulyx bakeri,,
Heterocera,Sphingidae,Smerinthinae,,Ambulyx,canescens,flava,,Ambulyx canescens flava,,
Heterocera,Sphingidae,Smerinthinae,,Ambulyx,johnsoni,,,Ambulyx johnsoni,,
Heterocera,Sphingidae,Smerinthinae,,Ambulyx,immaculata,,,Ambulyx immaculata,,
Heterocera,Sphingidae,Smerinthinae,,Ambulyx,staudingeri,,,Ambulyx staudingeri,,
Heterocera,Sphingidae,Smerinthinae,,Ambulyx,tattina,,,Ambulyx tattina,,
Heterocera,Sphingidae,Smerinthinae,,Ambulyx,wilemani,,,Ambulyx wilemani,,
Heterocera,Sphingidae,Smerinthinae,,Amplypterus,panopus,,,Amplypterus panopus,,
Heterocera,Sphingidae,Smerinthinae,,Clanis,surigaoensis,,,Clanis surigaoensis,,
Heterocera,Sphingidae,Smerinthinae,,Cypa,decolor,,,Cypa decolor,,
Heterocera,Sphingidae,Smerinthinae,,Daphnusa,ocellaris,,,Daphnusa ocellaris,,
Heterocera,Sphingidae,Smerinthinae,,Dolbina,inexacta,,,Dolbina inexacta,,
Heterocera,Sphingidae,Smerinthinae,,Marumba,dyras,,,Marumba dyras,,
Heterocera,Sphingidae,Smerinthinae,,Polyptychus,trilineatus,philippinens,,Polyptychus trilineatus philippinens,,
Heterocera,Sphingidae,Sphinginae,,Acherontia,lachesis,,,Acherontia lachesis,,
Heterocera,Sphingidae,Sphinginae,,Acherontia,styx,,,Acherontia styx,,
Heterocera,Sphingidae,Sphinginae,,Agrius,convolvuli,,,Agrius convolvuli,,
Heterocera,Sphingidae,Sphinginae,Sphingini,Megacorma,obliqua,,,Megacorma obliqua,,
Heterocera,Sphingidae,Sphinginae,Sphingini,Meganoton,nyctiphanes,,,Meganoton nyctiphanes,,
Heterocera,Sphingidae,Sphinginae,Sphingini,Meganoton,rubescens,philippinensis,,Meganoton rubescens philippinensis,,
Heterocera,Sphingidae,Sphinginae,,Psilogramma,discistriga,,,Psilogramma discistriga,,
Heterocera,Sphingidae,Sphinginae,,Psilogramma,menephron,,,Psilogramma menephron,,
Heterocera,Thyrididae,Striglininae,,Banisia,sp.,,,Banisia sp.,,
Heterocera,Thyrididae,Siculodinae,,Microbelia,canidentalis,,,Microbelia canidentalis,,
Heterocera,Thyrididae,Siculodinae,,Rhodoneura,sp.,,,Rhodoneura sp.,,
Heterocera,Thyrididae,Striglininae,,Striglina,sp.,,,Striglina sp.,,
Heterocera,Torticidae,Olethreutinae,,Anthozela,sp.,,,Anthozela sp.,,
Heterocera,Tortricidae,Olethreutinae,,Arcesis,threnodes,,,Arcesis threnodes,,
Heterocera,Tortricidae,Olethreutinae,,Gatesclarkeana,sp.,,,Gatesclarkeana sp.,,
Heterocera,Tortricidae,Olethreutinae,,Eudemis,sp.,,,Eudemis sp.,,
Heterocera,Torticidae,Olethreutinae,,Loboschiza,sp.,,,Loboschiza sp.,,
Heterocera,Torticidae,Olethreutinae,Enarmoniini,Loboschiza,sp.,,,Loboschiza sp.,,
Heterocera,Tortricidae,Olethreutinae,,Ophiorrhabda,mormopa,,,Ophiorrhabda mormopa,,
Heterocera,Tortricidae,Tortricinae,,Acleris,sp.,,,Acleris sp.,,
Heterocera,Tortricidae,Tortricinae,,Archips,sp.,,,Archips sp.,,
Heterocera,Tortricidae,Tortricinae,,Cnesteboda,sp.,,,Cnesteboda sp.,,
Heterocera,Tortricidae,Tortricinae,,Homona,salaconis,,,Homona salaconis,,
Heterocera,Tortricidae,Tortricinae,,Homona,sp.,,,Homona sp.,,
Heterocera,Tortricidae,,,Cryptophlebia,repletana,,,Cryptophlebia repletana,,
Heterocera,Uraniidae,Auzeinae,,Decetia,dichromata,,,Decetia dichromata,,
Heterocera,Uranidae,Auzeinae,,Decetia,sp.,,,Decetia sp.,,
Heterocera,Uraniidae,Epipleminae,,Dysaethria,erasaria,,,Dysaethria erasaria,,
Heterocera,Uraniidae,Epipleminae,,Dysaethria,sp.,,,Dysaethria sp.,,
Heterocera,Uraniidae,Epipleminae,,Dysaethria,lilacina,,,Dysaethria lilacina,,
Heterocera,Uraniidae,Epipleminae,,Dysaethria,quadricaudata,,,Dysaethria quadricaudata,,
Heterocera,Uraniidae,Epipleminae,,Europlema,desistaria,,,Europlema desistaria,,
Heterocera,Uraniidae,Epipleminae,,Europlema,semibrunnea,,,Europlema semibrunnea,,
Heterocera,Uraniidae,Epipleminae,,Monobolodes,sp.,,,Monobolodes sp.,,
Heterocera,Uraniidae,Epipleminae,,Monobolodes,pernigrata,,,Monobolodes pernigrata,,
Heterocera,Uraniidae,Epipleminae,,Oroplema,sp.,,,Oroplema sp.,,
Heterocera,Uraniidae,Epipleminae,,Phazaca,sp.,,,Phazaca sp.,,
Heterocera,Uraniidae,Epipleminae,,Orudiza,protheclaria,,,Orudiza protheclaria,,
Heterocera,Uraniidae,Microniinae,,Acropteris,sp.,,,Acropteris sp.,,
Heterocera,Uraniidae,Microniinae,,Acropteris,ciniferaria,,,Acropteris ciniferaria,,
Heterocera,Uraniidae,Microniinae,,Micronia,sp.,,,Micronia sp.,,
Heterocera,Uraniidae,Microniinae,,Micronia,aculeata,,,Micronia aculeata,,
Heterocera,Uraniidae,Microniinae,,Pseudomicronia,advocataria,,,Pseudomicronia advocataria,,
Heterocera,Uraniidae,Microniinae,,Pseudomicronia,sp.,,,Pseudomicronia sp.,,
Heterocera,Uraniidae,Uraniinae,,Urapteroides,astheniata,,,Urapteroides astheniata,,
Heterocera,Uraniidae,Uraniinae,,Lyssa,menoetius,,,Lyssa menoetius,,
Heterocera,Uraniidae,Uraniinae,,Lyssa,zampa,,,Lyssa zampa,,
Heterocera,Zygaenidae,Callizygaeninae,,Cleoda,sp.,,,Cleoda sp.,,
Heterocera,Zygaenidae,Chalcosiinae,,Chalcosia,nyctemeroides,,,Chalcosia nyctemeroides,,
Heterocera,Zygaenidae,Chalcosiinae,,Cyclosia,sordidus,,,Cyclosia sordidus,,
Heterocera,Zygaenidae,Chalcosiinae,,Cyclosia,chartacea,chartacea,,Cyclosia chartacea chartacea,,
Heterocera,Zygaenidae,Chalcosiinaenae,,Eucorma,mindanaoensis,,,Eucorma mindanaoensis,,
Heterocera,Zygaenidae,Chalcosiinaenae,,Histia,eurhodia,,,Histia eurhodia,,
Heterocera,Zygaenidae,Chalcosiinae,,Psaphis,sp.,,,Psaphis sp.,,
Heterocera,Zygaenidae,Procridinae,,Clelea,sp.,,,Clelea sp.,,
Heterocera,Zygaenidae,Procridinae,,Hysteroscene,sp.,,,Hysteroscene sp.,,
Heterocera,Zygaenidae,Procridinae,,Thyrassia,sp.,,,Thyrassia sp.,,
Heterocera,Zygaenidae,Procridinae,,Thyrassia,philippina,,,Thyrassia philippina,,
Heterocera,Zygaenidae,Procridinae,,Artona,sp.,,,Artona sp.,,
Heterocera,Zygaenidae,,,Boradiopsis,sp.,,,Boradiopsis sp.,,
Heterocera,Adelidae,Adelinae,,Nemophora,sp.,,,Nemophora sp.,,
Heterocera,Attevidae,,,Atteva,sp.,,,Atteva sp.,,
Heterocera,Carposinidae,,,Heterogymna,melanocrypta,,,Heterogymna melanocrypta,,
Heterocera,Glyphipterigidae,Glyphipteriginae,,Glyphipterix,sp.,,,Glyphipterix sp.,,
Heterocera,Hepialidae,,,Endoclita,sp.,,,Endoclita sp.,,
Heterocera,Hyblaeidae,,,Hyblaea,sp.,,,Hyblaea sp.,,
Heterocera,Immidae,,,Moca,sp.,,,Moca sp.,,
Heterocera,Immidae,,,Ann,van,,,Ann van,,
Heterocera,Immidae,,,Birthana,basiflava,,,Birthana basiflava,,
Heterocera,Plutellidae,Plutellinae,,Plutella,xylostella,,,Plutella xylostella,,
Heterocera,Phaudidae,,,Phauda,sp.,,,Phauda sp.,,
Heterocera,Sesiidae,,,Bembecia,sp.,,,Bembecia sp.,,
Heterocera,Tineidae,,,Coryptilum,klugii,,,Coryptilum klugii,,
Heterocera,Tineidae,Hieroxestinae,,Pyloetis,mimosae,,,Pyloetis mimosae,,
Heterocera,Tineidae,Myrmecozelinae,,Gerontha,sp.,,,Gerontha sp.,,
Heterocera,Tineidae,Perissomasticinae,,Edosa,sp.,,,Edosa sp.,,
Heterocera,Tineidae,Tineinae,,Monopis,monachella,,,Monopis monachella,,
Heterocera,Tineidae,Tineinae,,Phereoeca,uterella,,,Phereoeca uterella,,
Heterocera,Erebidae,Arctiinae,,Aloa,cardinalis,,,Aloa cardinalis,,
Heterocera,Erebidae,Arctiinae,,Amerila,astreus,,,Amerila astreus,,
Heterocera,Erebidae,Arctiinae,,Areas,galactina,owadai,,Areas galactina owadai,,
Heterocera,Erebidae,Arctiinae,,Argina,astrea,,,Argina astrea,,
Heterocera,Erebidae,Arctiinae,,Mangina,sp.,,,Mangina sp.,,
Heterocera,Erebidae,Arctiinae,,Spilarctia,sp.,,,Spilarctia sp.,,
Heterocera,Erebidae,Arctiinae,,Spilarctia,niceta,,,Spilarctia niceta,,
Heterocera,Erebidae,Arctiinae,,Utetheisa,lotrix,,,Utetheisa lotrix,,
Heterocera,Erebidae,Arctiinae,,Utetheisa,pulchelloides,,,Utetheisa pulchelloides,,
Heterocera,Erebidae,Arctiinae,Spilosomini,Olepa,sp.,,,Olepa sp.,,
Heterocera,Erebidae,Arctiinae,Arctiini,Creatonotos,gangis,,,Creatonotos gangis,,
Heterocera,Erebidae,Arctiinae,Arctiini,Creatonotos,wilemani,,,Creatonotos wilemani,,
Heterocera,Erebidae,Arctiinae,Arctiini,Lemyra,maculifascia,,,Lemyra maculifascia,,
Heterocera,Erebidae,Arctiinae,Arctiini,Lemyra,philippinica,,,Lemyra philippinica,,
Heterocera,Erebidae,Arctiinae,Arctiini,Lemyra,ypsilon,,,Lemyra ypsilon,,
Heterocera,Erebidae,Arctiinae,Arctiini,Nyctemera,adversata,,,Nyctemera adversata,,
Heterocera,Erebidae,Arctiinae,Arctiini,Nyctemera,baulus,integra,,Nyctemera baulus integra,,
Heterocera,Erebidae,Arctiinae,Arctiini,Nyctemera,browni,,,Nyctemera browni,,
Heterocera,Erebidae,Arctiinae,Arctiini,Nyctemera,coleta,,,Nyctemera coleta,,
Heterocera,Erebidae,Arctiinae,Arctiini,Nyctemera,contrasta,,,Nyctemera contrasta,,
Heterocera,Erebidae,Arctiinae,Arctiini,Nyctemera,gratia,,,Nyctemera gratia,,
Heterocera,Erebidae,Arctiinae,Arctiini,Nyctemera,lacticinia,,,Nyctemera lacticinia,,
Heterocera,Erebidae,Arctiinae,Arctiini,Nyctemera,luctuosa,,,Nyctemera luctuosa,,
Heterocera,Erebidae,Arctiinae,Arctiini,Nyctemera,luctuosa,galbana,,Nyctemera luctuosa galbana,,
Heterocera,Erebidae,Arctiinae,Arctiini,Nyctemera,luzonensis,,,Nyctemera luzonensis,,
Heterocera,Erebidae,Arctiinae,Arctiini,Nyctemera,owadai,,,Nyctemera owadai,,
Heterocera,Erebidae,Arctiinae,Arctiini,Nyctemera,sonticum,,,Nyctemera sonticum,,
Heterocera,Erebidae,Arctiinae,Arctiini,Spilosoma,sp.,,,Spilosoma sp.,,
Heterocera,Erebidae,Arctiinae,Arctiini,Spilosoma,ardens,,,Spilosoma ardens,,
Heterocera,Erebidae,Arctiinae,Arctiini,Spilosoma,coccinea,,,Spilosoma coccinea,,
Heterocera,Erebidae,Arctiinae,Arctiini,Spilosoma,strigatula,,,Spilosoma strigatula,,
Heterocera,Erebidae,Arctiinae,Lithosiinae,Aemene,sp.,,,Aemene sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Adites,sp.,,,Adites sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Aemene,sp.,,,Aemene sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Amalodeta,tineoides,,,Amalodeta tineoides,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Barsine,sp.,,,Barsine sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Barsine,cuneonotata,,,Barsine cuneonotata,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Barsine,crustata,,,Barsine crustata,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Barsine,exclusa,,,Barsine exclusa,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Barsine,kishidai,,,Barsine kishidai,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Barsine,phaeoxanthia,,,Barsine phaeoxanthia,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Barsine,rhipiptera,,,Barsine rhipiptera,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Brunia,antica,,,Brunia antica,Walker,1854
Heterocera,Erebidae,Arctiinae,Lithosiini,Cabarda,nigripuncta,,,Cabarda nigripuncta,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Chrysaeglia,perpendicularis,,,Chrysaeglia perpendicularis,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Cyana,aurorae,,,Cyana aurorae,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Cyana,crasizona,,,Cyana crasizona,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Cyana,euryxantha,,,Cyana euryxantha,Hampson,1914
Heterocera,Erebidae,Arctiinae,Lithosiini,Cyana,geminipuncta,,,Cyana geminipuncta,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Cyana,gonypetes,,,Cyana gonypetes,Prout,1919
Heterocera,Erebidae,Arctiinae,Lithosiini,Cyana,libulae,,,Cyana libulae,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Cyana,lutipes,,,Cyana lutipes,Hampson,1900
Heterocera,Erebidae,Arctiinae,Lithosiini,Cyana,pudens,,,Cyana pudens,Walker,1862
Heterocera,Erebidae,Arctiinae,Lithosiini,Cyana,rubrifinis,,,Cyana rubrifinis,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Cyana,soror,,,Cyana soror,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Darantasia,cuneiplena,,,Darantasia cuneiplena,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Diduga,sp.,,,Diduga sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Eilema,vestigiata,,,Eilema vestigiata,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Eilema,sp.,,,Eilema sp.,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Eugoa,arcuata,,,Eugoa arcuata,,
Heterocera,Erebidae,Arctiinae,Lithosiini,Eugoa,phantasma,,,Eugoa phantasma,BUCSEK,2014
Heterocera,Erebidae,Arctiinae,Lithosiini,Eugoa,similitera,,,Eugoa similitera,,
