division,family,genus,specific_epithet,subspecific_epithet,common_name,scientific_name,author,year_of_publication
,,Euchresta,,,,,,
,,Eucosia,,,,,,
,,Eugenia,,,,,,
,,Eulalia,,,,,,
,,Eulaliopsis,,,,,,
,,Eulophia,,,,,,
,,Eumachia,,,,,,
,,Euonymus,,,,,,
,,Eupatorium,,,,,,
,,Euphorbia,,,,,,
,,Euphorianthus,,,,,,
,,Eurycoma,,,,,,
,,Eusideroxylon,,,,,,
,,Eustachys,,,,,,
,,Euthemis,,,,,,
,,Evolvulus,,,,,,
,,Exacum,,,,,,
,,Exallage,,,,,,
,,Excoecaria,,,,,,
,,Exocarpos,,,,,,
,,Fagraea,,,,,,
,,Falcataria,,,,,,
,,Falcatifolium,,,,,,
,,Fallopia,,,,,,
,,Fatoua,,,,,,
,,Fenixia,,,,,,
,,Festuca,,,,,,
,,Fibraurea,,,,,,
,,Ficus,,,,,,
,,Fimbribambusa,,,,,,
,,Fimbristylis,,,,,,
,,Finlaysonia,,,,,,
,,Firmiana,,,,,,
,,Fissistigma,,,,,,
,,Flacourtia,,,,,,
,,Flagellaria,,,,,,
,,Flemingia,,,,,,
,,Floscopa,,,,,,
,,Foeniculum,,,,,,
,,Fragaria,,,,,,
,,Fraxinus,,,,,,
,,Freycinetia,,,,,,
,,Fridericia,,,,,,
,,Friesodielsia,,,,,,
,,Fuchsia,,,,,,
,,Fuirena,,,,,,
,,Gahnia,,,,,,
,,Galactia,,,,,,
,,Galearia,,,,,,
,,Galeola,,,,,,
,,Galinsoga,,,,,,
,,Galium,,,,,,
,,Galphimia,,,,,,
,,Ganophyllum,,,,,,
,,Garcinia,,,,,,
,,Gardenia,,,,,,
,,Garnotia,,,,,,
,,Garuga,,,,,,
,,Gastrochilus,,,,,,
,,Gastrodia,,,,,,
,,Gaultheria,,,,,,
,,Geniostoma,,,,,,
,,Gentiana,,,,,,
,,Geocharis,,,,,,
,,Geophila,,,,,,
,,Geosiris,,,,,,
,,Gigantochloa,,,,,,
,,Gigasiphon,,,,,,
,,Ginalloa,,,,,,
,,Girardinia,,,,,,
,,Gironniera,,,,,,
,,Gladiolus,,,,,,
,,Glebionis,,,,,,
,,Gleditsia,,,,,,
,,Gleichenia,,,,,,
,,Glenniea,,,,,,
,,Glinus,,,,,,
,,Gliricidia,,,,,,
,,Globba,,,,,,
,,Gloeocarpus,,,,,,
,,Glomera,,,,,,
,,Gloriosa,,,,,,
,,Glossocardia,,,,,,
,,Gloxinia,,,,,,
,,Glycine,,,,,,
,,Glycosmis,,,,,,
,,Glyptopetalum,,,,,,
,,Gmelina,,,,,,
,,Gomphocarpus,,,,,,
,,Gomphostemma,,,,,,
,,Gomphrena,,,,,,
,,Gonatopus,,,,,,
,,Gongronemopsis,,,,,,
,,Gongrospermum,,,,,,
,,Goniocheton,,,,,,
,,Goniophlebium,,,,,,
,,Goniothalamus,,,,,,
,,Gonocarpus,,,,,,
,,Gonystylus,,,,,,
,,Goodenia,,,,,,
,,Goodyera,,,,,,
,,Gossypium,,,,,,
,,Gouania,,,,,,
,,Grammatophyllum,,,,,,
,,Grangea,,,,,,
,,Graptophyllum,,,,,,
,,Greeniopsis,,,,,,
,,Grevillea,,,,,,
,,Grona,,,,,,
,,Grosourdya,,,,,,
,,Grypothrix,,,,,,
,,Guettarda,,,,,,
,,Guettardella,,,,,,
,,Guilandina,,,,,,
,,Guioa,,,,,,
,,Gymnacranthera,,,,,,
,,Gymnanthera,,,,,,
,,Gymnema,,,,,,
,,Gymnosporia,,,,,,
,,Gymnostachyum,,,,,,
,,Gymnostoma,,,,,,
,,Gynochthodes,,,,,,
,,Gynostemma,,,,,,
,,Gynotroches,,,,,,
,,Gynura,,,,,,
,,Gypsophila,,,,,,
,,Gyrocarpus,,,,,,
,,Habenaria,,,,,,
,,Hackelochloa,,,,,,
,,Haematocarpus,,,,,,
,,Haematoxylum,,,,,,
,,Halophila,,,,,,
,,Hancea,,,,,,
,,Handroanthus,,,,,,
,,Hanslia,,,,,,
,,Haplopteris,,,,,,
,,Harpullia,,,,,,
,,Harrisonia,,,,,,
,,Hayata,,,,,,
,,Hedychium,,,,,,
,,Hedyosmum,,,,,,
,,Hedyotis,,,,,,
,,Hedysarum,,,,,,
,,Helianthus,,,,,,
,,Helicia,,,,,,
,,Heliciopsis,,,,,,
,,Heliconia,,,,,,
,,Helixanthera,,,,,,
,,Hellenia,,,,,,
,,Hellwigia,,,,,,
,,Hemigraphis,,,,,,
,,Hemiphragma,,,,,,
,,Heptapleurum,,,,,,
,,Heritiera,,,,,,
,,Herminium,,,,,,
,,Hernandia,,,,,,
,,Hetaeria,,,,,,
,,Heteropogon,,,,,,
,,Heterostemma,,,,,,
,,Heterotis,,,,,,
,,Hevea,,,,,,
,,Hewittia,,,,,,
,,Heynea,,,,,,
,,Hibiscus,,,,,,
,,Hildegardia,,,,,,
,,Hippeastrum,,,,,,
,,Hippobroma,,,,,,
,,Hiptage,,,,,,
,,Histiopteris,,,,,,
,,Holarrhena,,,,,,
,,Holcus,,,,,,
,,Holmskioldia,,,,,,
,,Homalanthus,,,,,,
,,Homalium,,,,,,
,,Homalomena,,,,,,
,,Homonoia,,,,,,
,,Hopea,,,,,,
,,Hoppea,,,,,,
,,Hornstedtia,,,,,,
,,Horsfieldia,,,,,,
,,Hoya,,,,,,
,,Huberantha,,,,,,
,,Huperzia,,,,,,
,,Hura,,,,,,
,,Hydnophytum,,,,,,
,,Hydrangea,,,,,,
,,Hydrilla,,,,,,
,,Hydrocharis,,,,,,
,,Hydrocleys,,,,,,
,,Hydrocotyle,,,,,,
,,Hygrophila,,,,,,
,,Hylodesmum,,,,,,
,,Hylophila,,,,,,
,,Hymenachne,,,,,,
,,Hymenaea,,,,,,
,,Hymenasplenium,,,,,,
,,Hymenocallis,,,,,,
,,Hymenodictyon,,,,,,
,,Hymenorchis,,,,,,
,,Hyparrhenia,,,,,,
,,Hypericum,,,,,,
,,Hypobathrum,,,,,,
,,Hypoestes,,,,,,
,,Hypolepis,,,,,,
,,Hypolytrum,,,,,,
,,Hypoxis,,,,,,
,,Hypserpa,,,,,,
,,Hyptis,,,,,,
,,Ichnanthus,,,,,,
,,Ichnocarpus,,,,,,
,,Ilex,,,,,,
,,Illicium,,,,,,
,,Illigera,,,,,,
,,Impatiens,,,,,,
,,Imperata,,,,,,
,,Indigofera,,,,,,
,,Inga,,,,,,
,,Inocarpus,,,,,,
,,Intsia,,,,,,
,,Involucrella,,,,,,
,,Iodes,,,,,,
,,Iphigenia,,,,,,
,,Ipomoea,,,,,,
,,Iresine,,,,,,
,,Iris,,,,,,
,,Irvingia,,,,,,
,,Isachne,,,,,,
,,Ischaemum,,,,,,
,,Isodon,,,,,,
,,Isoetes,,,,,,
,,Isoglossa,,,,,,
,,Isolepis,,,,,,
,,Ixeridium,,,,,,
,,Ixeris,,,,,,
,,Ixora,,,,,,
,,Jacaranda,,,,,,
,,Jacquemontia,,,,,,
,,Jasminum,,,,,,
,,Jatropha,,,,,,
,,Joinvillea,,,,,,
,,Juncus,,,,,,
,,Justicia,,,,,,
,,Kadsura,,,,,,
,,Kaempferia,,,,,,
,,Kalanchoe,,,,,,
,,Kanapia,,,,,,
,,Kandelia,,,,,,
,,Kania,,,,,,
,,Kibara,,,,,,
,,Kibatalia,,,,,,
,,Kigelia,,,,,,
,,Knema,,,,,,
,,Knoxia,,,,,,
,,Kokoona,,,,,,
,,Kolowratia,,,,,,
,,Koompassia,,,,,,
,,Koordersiochloa,,,,,,
,,Koordersiodendron,,,,,,
,,Kopsia,,,,,,
,,Korthalsella,,,,,,
,,Kosteletzkya,,,,,,
,,Kostermanthus,,,,,,
,,Kunstleria,,,,,,
,,Labisia,,,,,,
,,Lablab,,,,,,
,,Lactuca,,,,,,
,,Lagenaria,,,,,,
,,Lagenophora,,,,,,
,,Lagerstroemia,,,,,,
,,Laggera,,,,,,
,,Landoltia,,,,,,
,,Languas,,,,,,
,,Lansium,,,,,,
,,Lantana,,,,,,
,,Laphangium,,,,,,
,,Laportea,,,,,,
,,Lasianthus,,,,,,
,,Lasiococca,,,,,,
,,Lastreopsis,,,,,,
,,Lateristachys,,,,,,
,,Lathyrus,,,,,,
,,Lawsonia,,,,,,
,,Lecanopteris,,,,,,
,,Lecanorchis,,,,,,
,,Lecanthus,,,,,,
,,Ledebouria,,,,,,
,,Leea,,,,,,
,,Leersia,,,,,,
,,Legnephora,,,,,,
,,Lemna,,,,,,
,,Leonotis,,,,,,
,,Leonurus,,,,,,
,,Lepeostegeres,,,,,,
,,Lepidagathis,,,,,,
,,Lepidaria,,,,,,
,,Lepidium,,,,,,
,,Lepidogyne,,,,,,
,,Lepidopetalum,,,,,,
,,Lepiniopsis,,,,,,
,,Lepironia,,,,,,
,,Lepisanthes,,,,,,
,,Lepisorus,,,,,,
,,Leptaspis,,,,,,
,,Leptatherum,,,,,,
,,Leptochilus,,,,,,
,,Leptodesmia,,,,,,
,,Leptogramma,,,,,,
,,Leptopetalum,,,,,,
,,Leptosolena,,,,,,
,,Leptospermum,,,,,,
,,Leptospron,,,,,,
,,Lepturus,,,,,,
,,Lespedeza,,,,,,
,,Leucaena,,,,,,
,,Leucas,,,,,,
,,Leucocasia,,,,,,
,,Leucosyke,,,,,,
,,Leuenbergeria,,,,,,
,,Ligustrum,,,,,,
,,Lijndenia,,,,,,
,,Lilium,,,,,,
,,Limacia,,,,,,
,,Limnocharis,,,,,,
,,Limnophila,,,,,,
,,Limonium,,,,,,
,,Lindera,,,,,,
,,Lipandra,,,,,,
,,Liparis,,,,,,
,,Lipoblepharis,,,,,,
,,Liriope,,,,,,
,,Litchi,,,,,,
,,Lithocarpus,,,,,,
,,Litsea,,,,,,
,,Lobelia,,,,,,
,,Loeseneriella,,,,,,
,,Loheria,,,,,,
,,Lolium,,,,,,
,,Lomagramma,,,,,,
,,Lomariopsis,,,,,,
,,Lonicera,,,,,,
,,Lophatherum,,,,,,
,,Lophopetalum,,,,,,
,,Loxogramme,,,,,,
,,Ludekia,,,,,,
,,Ludisia,,,,,,
,,Ludwigia,,,,,,
,,Luffa,,,,,,
,,Luisia,,,,,,
,,Lumnitzera,,,,,,
,,Lunasia,,,,,,
,,Luvunga,,,,,,
,,Luzula,,,,,,
,,Lycianthes,,,,,,
,,Lycopodiastrum,,,,,,
,,Lycopodium,,,,,,
,,Lysimachia,,,,,,
,,Lysiphyllum,,,,,,
,,Maasia,,,,,,
,,Macaranga,,,,,,
,,Machaerina,,,,,,
,,Machilus,,,,,,
,,Mackinlaya,,,,,,
,,Maclura,,,,,,
,,Maclurodendron,,,,,,
,,Macodes,,,,,,
,,Macropodanthus,,,,,,
,,Macropsychanthus,,,,,,
,,Macroptilium,,,,,,
,,Macrosolen,,,,,,
,,Macrothelypteris,,,,,,
,,Macrotyloma,,,,,,
,,Madhuca,,,,,,
,,Maesa,,,,,,
,,Maesopsis,,,,,,
,,Magnolia,,,,,,
,,Malachra,,,,,,
,,Malaisia,,,,,,
,,Malaxis,,,,,,
,,Mallotus,,,,,,
,,Malpighia,,,,,,
,,Malus,,,,,,
,,Malvastrum,,,,,,
,,Malvaviscus,,,,,,
,,Mangifera,,,,,,
,,Manihot,,,,,,
,,Manilkara,,,,,,
,,Mansoa,,,,,,
,,Maoutia,,,,,,
,,Mapania,,,,,,
,,Maranta,,,,,,
,,Maranthes,,,,,,
,,Marsdenia,,,,,,
,,Marsilea,,,,,,
,,Marsypopetalum,,,,,,
,,Matthaea,,,,,,
,,Medicago,,,,,,
,,Medinilla,,,,,,
,,Megaskepasma,,,,,,
,,Megathyrsus,,,,,,
,,Megistostigma,,,,,,
,,Meiogyne,,,,,,
,,Meistera,,,,,,
,,Melampodium,,,,,,
,,Melanolepis,,,,,,
,,Melastoma,,,,,,
,,Melia,,,,,,
,,Melicope,,,,,,
,,Melientha,,,,,,
,,Melilotus,,,,,,
,,Melinis,,,,,,
,,Meliosma,,,,,,
,,Melodinus,,,,,,
,,Melothria,,,,,,
,,Memecylon,,,,,,
,,Menisciopsis,,,,,,
,,Mentha,,,,,,
,,Merope,,,,,,
,,Merremia,,,,,,
,,Merrilliodendron,,,,,,
,,Mesophlebion,,,,,,
,,Mesopteris,,,,,,
,,Mesosphaerum,,,,,,
,,Metathelypteris,,,,,,
,,Metrosideros,,,,,,
,,Mezoneuron,,,,,,
,,Mickelopteris,,,,,,
,,Miconia,,,,,,
,,Micrechites,,,,,,
,,Microchloa,,,,,,
,,Microdesmis,,,,,,
,,Microglossa,,,,,,
,,Microlepia,,,,,,
,,Micromelum,,,,,,
,,Micropera,,,,,,
,,Micropolypodium,,,,,,
,,Microrphium,,,,,,
,,Microsaccus,,,,,,
,,Microsorum,,,,,,
,,Microstegium,,,,,,
,,Microtis,,,,,,
,,Microtropis,,,,,,
,,Mikania,,,,,,
,,Miliusa,,,,,,
,,Mimosa,,,,,,
,,Mimusops,,,,,,
,,Miquelia,,,,,,
,,Mirabilis,,,,,,
,,Miscanthus,,,,,,
,,Mischocarpus,,,,,,
,,Mitracarpus,,,,,,
,,Mitragyna,,,,,,
,,Mitrasacme,,,,,,
,,Mitrella,,,,,,
,,Mitreola,,,,,,
,,Mitrephora,,,,,,
,,Mnesithea,,,,,,
,,Modiola,,,,,,
,,Momordica,,,,,,
,,Monachosorum,,,,,,
,,Monarthrocarpus,,,,,,
,,Monoon,,,,,,
,,Monophyllaea,,,,,,
,,Morella,,,,,,
,,Morinda,,,,,,
,,Moringa,,,,,,
,,Morus,,,,,,
,,Mosla,,,,,,
,,Moultonianthus,,,,,,
,,Mucuna,,,,,,
,,Muehlenbeckia,,,,,,
,,Muhlenbergia,,,,,,
,,Munronia,,,,,,
,,Murdannia,,,,,,
,,Murraya,,,,,,
,,Musa,,,,,,
,,Musanga,,,,,,
,,Mussaenda,,,,,,
,,Mycaranthes,,,,,,
,,Mycetia,,,,,,
,,Myriactis,,,,,,
,,Myriophyllum,,,,,,
,,Myristica,,,,,,
,,Myrmecodia,,,,,,
,,Myrmeconauclea,,,,,,
,,Myrmephytum,,,,,,
,,Myrsine,,,,,,
,,Myxopyrum,,,,,,
,,Nageia,,,,,,
,,Najas,,,,,,
,,Nasturtium,,,,,,
,,Nauclea,,,,,,
,,Neckia,,,,,,
,,Nelsonia,,,,,,
,,Neltuma,,,,,,
,,Nelumbo,,,,,,
,,Neo-uvaria,,,,,,
,,Neoalsomitra,,,,,,
,,Neocheiropteris,,,,,,
,,Neodistemon,,,,,,
,,Neolamarckia,,,,,,
,,Neolitsea,,,,,,
,,Neololeba,,,,,,
,,Neonauclea,,,,,,
,,Neoscortechinia,,,,,,
,,Nepenthes,,,,,,
,,Nephelaphyllum,,,,,,
,,Nephelium,,,,,,
,,Neptunia,,,,,,
,,Nerium,,,,,,
,,Nertera,,,,,,
,,Nervilia,,,,,,
,,Neuburgia,,,,,,
,,Neustanthus,,,,,,
,,Neuwiedia,,,,,,
,,Nicotiana,,,,,,
,,Norrisia,,,,,,
,,Nothaphoebe,,,,,,
,,Nothapodytes,,,,,,
,,Nothocnide,,,,,,
,,Notothixos,,,,,,
,,Nyctocalos,,,,,,
,,Nymphaea,,,,,,
,,Nymphoides,,,,,,
,,Oberonia,,,,,,
,,Ochna,,,,,,
,,Ochroma,,,,,,
,,Ochrosia,,,,,,
,,Ochthocharis,,,,,,
,,Ocimum,,,,,,
,,Octarrhena,,,,,,
,,Odontochilus,,,,,,
,,Odontonema,,,,,,
,,Oenanthe,,,,,,
,,Oeosporangium,,,,,,
,,Olax,,,,,,
,,Oldenlandia,,,,,,
,,Oldenlandiopsis,,,,,,
,,Oleandra,,,,,,
,,Omoea,,,,,,
,,Omphalea,,,,,,
,,Onychium,,,,,,
,,Operculina,,,,,,
,,Ophiopogon,,,,,,
,,Ophiorrhiza,,,,,,
,,Ophiuros,,,,,,
,,Opilia,,,,,,
,,Oplismenus,,,,,,
,,Opuntia,,,,,,
,,Orchipedum,,,,,,
,,Oreocnide,,,,,,
,,Oreogrammitis,,,,,,
,,Ormocarpum,,,,,,
,,Ormosia,,,,,,
,,Orophea,,,,,,
,,Oroxylum,,,,,,
,,Orthosiphon,,,,,,
,,Oryza,,,,,,
,,Osbeckia,,,,,,
,,Osbornia,,,,,,
,,Osmelia,,,,,,
,,Osmoxylon,,,,,,
,,Osmunda,,,,,,
,,Otanthera,,,,,,
,,Ototropis,,,,,,
,,Ottelia,,,,,,
,,Ottochloa,,,,,,
,,Ouret,,,,,,
,,Oxalis,,,,,,
,,Oxyceros,,,,,,
,,Oxystophyllum,,,,,,
,,Pachira,,,,,,
,,Pachyrhizus,,,,,,
,,Pachystachys,,,,,,
,,Pachystoma,,,,,,
,,Pachystylidium,,,,,,
,,Paederia,,,,,,
,,Paesia,,,,,,
,,Palaquium,,,,,,
,,Palhinhaea,,,,,,
,,Pancratium,,,,,,
,,Pandanus,,,,,,
,,Panicum,,,,,,
,,Papaver,,,,,,
,,Paphiopedilum,,,,,,
,,Papualthia,,,,,,
,,Parabaena,,,,,,
,,Paraboea,,,,,,
,,Paracroton,,,,,,
,,Paragymnopteris,,,,,,
,,Parahellenia,,,,,,
,,Paralasianthus,,,,,,
,,Paramapania,,,,,,
,,Paramignya,,,,,,
,,Paranephelium,,,,,,
,,Paraphlomis,,,,,,
,,Parartocarpus,,,,,,
,,Pararuellia,,,,,,
,,Parashorea,,,,,,
,,Paratrophis,,,,,,
,,Parinari,,,,,,
,,Parishia,,,,,,
,,Parkia,,,,,,
,,Parmentiera,,,,,,
,,Parsonsia,,,,,,
,,Paspalum,,,,,,
,,Passiflora,,,,,,
,,Patersonia,,,,,,
,,Pavetta,,,,,,
,,Payena,,,,,,
,,Pelargonium,,,,,,
,,Pellacalyx,,,,,,
,,Peltophorum,,,,,,
,,Pemphis,,,,,,
,,Pennilabium,,,,,,
,,Peperomia,,,,,,
,,Peracarpa,,,,,,
,,Pereskia,,,,,,
,,Pericampylus,,,,,,
,,Pericopsis,,,,,,
,,Peristylus,,,,,,
,,Perotis,,,,,,
,,Persea,,,,,,
,,Persicaria,,,,,,
,,Petersianthus,,,,,,
,,Petraeovitex,,,,,,
,,Petrea,,,,,,
,,Petrobium,,,,,,
,,Petroselinum,,,,,,
,,Peucedanum,,,,,,
,,Phaeanthus,,,,,,
,,Phalaenopsis,,,,,,
,,Phalaris,,,,,,
,,Phaleria,,,,,,
,,Phanera,,,,,,
,,Phaseolus,,,,,,
,,Phegopteris,,,,,,
,,Philbornea,,,,,,
,,Philodendron,,,,,,
,,Phlegmariurus,,,,,,
,,Phoebe,,,,,,
,,Pholidota,,,,,,
,,Photinia,,,,,,
,,Phragmites,,,,,,
,,Phragmorchis,,,,,,
,,Phreatia,,,,,,
,,Phrynium,,,,,,
,,Phyla,,,,,,
,,Phylacium,,,,,,
,,Phyllocladus,,,,,,
,,Phyllodium,,,,,,
,,Phyllostachys,,,,,,
,,Phymatosorus,,,,,,
,,Physalis,,,,,,
,,Phytocrene,,,,,,
,,Phytolacca,,,,,,
,,Picrasma,,,,,,
,,Pilea,,,,,,
,,Piliostigma,,,,,,
,,Pilophyllum,,,,,,
,,Pimelea,,,,,,
,,Pimelodendron,,,,,,
,,Pimpinella,,,,,,
,,Pinalia,,,,,,
,,Pinus,,,,,,
,,Piper,,,,,,
,,Pipturus,,,,,,
,,Pisonia,,,,,,
,,Pistacia,,,,,,
,,Pistia,,,,,,
,,Pithecellobium,,,,,,
,,Pittosporum,,,,,,
,,Pityrogramma,,,,,,
,,Plagiostachys,,,,,,
,,Planchonella,,,,,,
,,Planchonia,,,,,,
,,Plantago,,,,,,
,,Platanthera,,,,,,
,,Platostoma,,,,,,
,,Platycerium,,,,,,
,,Platymitra,,,,,,
,,Pleiogynium,,,,,,
,,Pleioluma,,,,,,
,,Plenasium,,,,,,
,,Pleocnemia,,,,,,
,,Pleroma,,,,,,
,,Plesioneuron,,,,,,
,,Pleurolobus,,,,,,
,,Pleurostylia,,,,,,
,,Plocoglottis,,,,,,
,,Pluchea,,,,,,
,,Plukenetia,,,,,,
,,Plumbago,,,,,,
,,Plumeria,,,,,,
,,Pneumatopteris,,,,,,
,,Poa,,,,,,
,,Poaephyllum,,,,,,
,,Podocarpus,,,,,,
,,Podochilus,,,,,,
,,Podosorus,,,,,,
,,Podranea,,,,,,
,,Pogonatherum,,,,,,
,,Pogostemon,,,,,,
,,Poikilospermum,,,,,,
,,Polhillides,,,,,,
,,Polianthes,,,,,,
,,Pollia,,,,,,
,,Polyalthia,,,,,,
,,Polycarpaea,,,,,,
,,Polygala,,,,,,
,,Polygonum,,,,,,
,,Polyosma,,,,,,
,,Polyscias,,,,,,
,,Polyspora,,,,,,
,,Polystachya,,,,,,
,,Polystichum,,,,,,
,,Polytoca,,,,,,
,,Polytrias,,,,,,
,,Pomatocalpa,,,,,,
,,Pometia,,,,,,
,,Pongamia,,,,,,
,,Pontederia,,,,,,
,,Popowia,,,,,,
,,Porana,,,,,,
,,Poranopsis,,,,,,
,,Porrorhachis,,,,,,
,,Portulaca,,,,,,
,,Potamogeton,,,,,,
,,Potentilla,,,,,,
,,Pothoidium,,,,,,
,,Pothos,,,,,,
,,Pouteria,,,,,,
,,Pouzolzia,,,,,,
,,Praravinia,,,,,,
,,Prasoxylon,,,,,,
,,Premna,,,,,,
,,Prioria,,,,,,
,,Prismatomeris,,,,,,
,,Priva,,,,,,
,,Procris,,,,,,
,,Proiphys,,,,,,
,,Pronephrium,,,,,,
,,Prosaptia,,,,,,
,,Protium,,,,,,
,,Prunus,,,,,,
,,Psammogeton,,,,,,
,,Pseudarthria,,,,,,
,,Pseudechinolaena,,,,,,
,,Pseudelephantopus,,,,,,
,,Pseuderanthemum,,,,,,
,,Pseuderia,,,,,,
,,Pseudoclausena,,,,,,
,,Pseudocyclosorus,,,,,,
,,Pseudodiphasium,,,,,,
,,Pseudognaphalium,,,,,,
,,Pseudomussaenda,,,,,,
,,Pseudophegopteris,,,,,,
,,Pseudopogonatherum,,,,,,
,,Pseudoraphis,,,,,,
,,Pseudosorghum,,,,,,
,,Pseudostachyum,,,,,,
,,Pseudovanilla,,,,,,
,,Pseuduvaria,,,,,,
,,Psidium,,,,,,
,,Psilotrichum,,,,,,
,,Psophocarpus,,,,,,
,,Psychotria,,,,,,
,,Psydrax,,,,,,
,,Pteridium,,,,,,
,,Pteris,,,,,,
,,Pterocarpus,,,,,,
,,Pterocaulon,,,,,,
,,Pteroceras,,,,,,
,,Pterocymbium,,,,,,
,,Pterolobium,,,,,,
,,Pterophylla,,,,,,
,,Pterygota,,,,,,
,,Ptisana,,,,,,
,,Ptychopyxis,,,,,,
,,Ptyssiglottis,,,,,,
,,Pueraria,,,,,,
,,Punica,,,,,,
,,Pupalia,,,,,,
,,Pycnarrhena,,,,,,
,,Pycnospora,,,,,,
,,Pyracantha,,,,,,
,,Pyramidanthe,,,,,,
,,Pyrenacantha,,,,,,
,,Pyrenaria,,,,,,
,,Pyrostegia,,,,,,
,,Pyrostria,,,,,,
,,Pyrrosia,,,,,,
,,Pyrus,,,,,,
,,Quassia,,,,,,
,,Quercus,,,,,,
,,Racemobambos,,,,,,
,,Radermachera,,,,,,
,,Rafflesia,,,,,,
,,Randia,,,,,,
,,Ranunculus,,,,,,
,,Raphanus,,,,,,
,,Rauvolfia,,,,,,
,,Ravenala,,,,,,
,,Reholttumia,,,,,,
,,Reinwardtiodendron,,,,,,
,,Reissantia,,,,,,
,,Remusatia,,,,,,
,,Renanthera,,,,,,
,,Reutealis,,,,,,
,,Rhamnus,,,,,,
,,Rhaphidophora,,,,,,
,,Rhaphiolepis,,,,,,
,,Rhinacanthus,,,,,,
,,Rhizophora,,,,,,
,,Rhodamnia,,,,,,
,,Rhododendron,,,,,,
,,Rhodomyrtus,,,,,,
,,Rhomboda,,,,,,
,,Rhopalephora,,,,,,
,,Rhus,,,,,,
,,Rhynchoglossum,,,,,,
,,Rhynchosia,,,,,,
,,Rhynchospora,,,,,,
,,Rhynchostylis,,,,,,
,,Rhynchotechum,,,,,,
,,Rhysotoechia,,,,,,
,,Richardia,,,,,,
,,Ricinus,,,,,,
,,Ridsdalea,,,,,,
,,Rigiolepis,,,,,,
,,Rinorea,,,,,,
,,Rivina,,,,,,
,,Robiquetia,,,,,,
,,Rorippa,,,,,,
,,Rosa,,,,,,
,,Rotala,,,,,,
,,Rottboellia,,,,,,
,,Rourea,,,,,,
,,Rubia,,,,,,
,,Rubovietnamia,,,,,,
,,Rubus,,,,,,
,,Ruellia,,,,,,
,,Rumex,,,,,,
,,Rungia,,,,,,
,,Russelia,,,,,,
,,Ruta,,,,,,
,,Rytidosperma,,,,,,
,,Sabdariffa,,,,,,
,,Sabia,,,,,,
,,Saccharum,,,,,,
,,Sacciolepis,,,,,,
,,Saccolabiopsis,,,,,,
,,Sadokum,,,,,,
,,Sageraea,,,,,,
,,Sageretia,,,,,,
,,Sagina,,,,,,
,,Sagittaria,,,,,,
,,Salacia,,,,,,
,,Salacistis,,,,,,
,,Salix,,,,,,
,,Salomonia,,,,,,
,,Salvia,,,,,,
,,Salvinia,,,,,,
,,Samanea,,,,,,
,,Sanchezia,,,,,,
,,Sandoricum,,,,,,
,,Sanicula,,,,,,
,,Santiria,,,,,,
,,Santotomasia,,,,,,
,,Sapindus,,,,,,
,,Saprosma,,,,,,
,,Saraca,,,,,,
,,Sararanga,,,,,,
,,Sarawakodendron,,,,,,
,,Sarcandra,,,,,,
,,Sarcococca,,,,,,
,,Sarcodum,,,,,,
,,Sarcolobus,,,,,,
,,Sarcophyton,,,,,,
,,Sarcopyramis,,,,,,
,,Sarcosperma,,,,,,
,,Sarcostigma,,,,,,
,,Saurauia,,,,,,
,,Saururus,,,,,,
,,Scadoxus,,,,,,
,,Scaevola,,,,,,
,,Scaphochlamys,,,,,,
,,Schenkia,,,,,,
,,Schima,,,,,,
,,Schismatoglottis,,,,,,
,,Schizachyrium,,,,,,
,,Schizaea,,,,,,
,,Schizolobium,,,,,,
,,Schizostachyum,,,,,,
,,Schleinitzia,,,,,,
,,Schoenoplectiella,,,,,,
,,Schoenoplectus,,,,,,
,,Schoenorchis,,,,,,
,,Schoenus,,,,,,
,,Schradera,,,,,,
,,Schuitemania,,,,,,
,,Schuurmansia,,,,,,
,,Scindapsus,,,,,,
,,Scirpodendron,,,,,,
,,Scirpus,,,,,,
,,Scleria,,,,,,
,,Scleroglossum,,,,,,
,,Scleromitrion,,,,,,
,,Scolopia,,,,,,
,,Scoparia,,,,,,
,,Scopellaria,,,,,,
,,Scrotochloa,,,,,,
,,Scurrula,,,,,,
,,Scutellaria,,,,,,
,,Scyphiphora,,,,,,
,,Secamone,,,,,,
,,Sechium,,,,,,
,,Securidaca,,,,,,
,,Sedum,,,,,,
,,Seemannia,,,,,,
,,Sehima,,,,,,
,,Selaginella,,,,,,
,,Selenicereus,,,,,,
,,Selliguea,,,,,,
,,Semecarpus,,,,,,
,,Senecio,,,,,,
,,Senegalia,,,,,,
,,Senna,,,,,,
,,Serianthes,,,,,,
,,Serissa,,,,,,
,,Sersalisia,,,,,,
,,Sesamum,,,,,,
,,Sesbania,,,,,,
,,Sesuvium,,,,,,
,,Setaria,,,,,,
,,Shirakiopsis,,,,,,
,,Shorea,,,,,,
,,Shuteria,,,,,,
,,Sida,,,,,,
,,Sigesbeckia,,,,,,
,,Sindora,,,,,,
,,Siphonodon,,,,,,
,,Sisyrinchium,,,,,,
,,Skimmia,,,,,,
,,Sloanea,,,,,,
,,Sloetia,,,,,,
,,Smilax,,,,,,
,,Smithia,,,,,,
,,Smythea,,,,,,
,,Sohmaea,,,,,,
,,Solanum,,,,,,
,,Solenocarpus,,,,,,
,,Solidago,,,,,,
,,Sonchus,,,,,,
,,Sonerila,,,,,,
