division,family,genus,specific_epithet,subspecific_epithet,common_name,scientific_name,author,year_of_publication
Angiosperm,Fabaceae,Dendrolobium,geesinkii,,,Dendrolobium geesinkii,H.Ohashi,1998
Angiosperm,Fabaceae,Dendrolobium,quinquepetalum,,,Dendrolobium quinquepetalum,(Blanco) Schindl.,1924
Angiosperm,Fabaceae,Dendrolobium,umbellatum,,,Dendrolobium umbellatum,(L.) Benth.,1852
Angiosperm,Fabaceae,Derris,elegans,,,Derris elegans,Benth.,1852
Angiosperm,Fabaceae,Derris,elliptica,,,Derris elliptica,(Wall.) Benth.,1860
Angiosperm,Fabaceae,Derris,lianoides,,,Derris lianoides,Elmer,1907
Angiosperm,Fabaceae,Derris,luzoniensis,,,Derris luzoniensis,(Adema) Sirich. & Adema,2014
Angiosperm,Fabaceae,Derris,oblongifolia,,,Derris oblongifolia,Merr.,1912
Angiosperm,Fabaceae,Derris,piscatoria,,,Derris piscatoria,(Blanco) Sirich. & Adema,2014
Angiosperm,Fabaceae,Derris,polyantha,,,Derris polyantha,Perkins,1904
Angiosperm,Fabaceae,Derris,pubipetala,,,Derris pubipetala,Miq.,1855
Angiosperm,Fabaceae,Derris,spanogheana,,,Derris spanogheana,Blume ex Miq.,1855
Angiosperm,Fabaceae,Derris,trifoliata,,,Derris trifoliata,Lour.,1790
Angiosperm,Fabaceae,Derris,zambalensis,,,Derris zambalensis,Elmer,1934
Angiosperm,Fabaceae,Desmodium,procumbens,,,Desmodium procumbens,(Mill.) Hitchc.,1893
Angiosperm,Fabaceae,Desmodium,scorpiurus,,,Desmodium scorpiurus,(Sw.) Poir.,1819
Angiosperm,Fabaceae,Dolichos,trilobus,trilobus,,Dolichos trilobus trilobus,L.,1753
Angiosperm,Fabaceae,Dumasia,villosa,,,Dumasia villosa,DC.,1825
Angiosperm,Fabaceae,Dunbaria,cumingiana,,,Dunbaria cumingiana,Benth.,1852
Angiosperm,Fabaceae,Dunbaria,punctata,,,Dunbaria punctata,(Wight & Arn.) Benth.,1852
Angiosperm,Fabaceae,Dunbaria,villosa,,,Dunbaria villosa,(Thunb.) Makino,1902
Angiosperm,Fabaceae,Dysolobium,pilosum,,,Dysolobium pilosum,(J.G.Klein ex Willd.) Maréchal,1977
Angiosperm,Fabaceae,Endosamara,racemosa,,,Endosamara racemosa,(Roxb.) R.Geesink,1984
Angiosperm,Fabaceae,Entada,parvifolia,,,Entada parvifolia,Merr.,1908
Angiosperm,Fabaceae,Entada,phaseoloides,,,Entada phaseoloides,(L.) Merr.,1914
Angiosperm,Fabaceae,Entada,rheedei,,,Entada rheedei,Spreng.,1825
Angiosperm,Fabaceae,Enterolobium,cyclocarpum,,,Enterolobium cyclocarpum,(Jacq.) Griseb.,1860
Angiosperm,Fabaceae,Eriosema,chinense,,,Eriosema chinense,Vogel,1843
Angiosperm,Fabaceae,Erythrina,fusca,,,Erythrina fusca,Lour.,1790
Angiosperm,Fabaceae,Erythrina,stricta,,,Erythrina stricta,Roxb.,1832
Angiosperm,Fabaceae,Erythrina,subumbrans,,,Erythrina subumbrans,(Hassk.) Merr.,1910
Angiosperm,Fabaceae,Erythrina,variegata,,,Erythrina variegata,L.,1754
Angiosperm,Fabaceae,Erythrina,berteroana,,,Erythrina berteroana,Urb.,1908
Angiosperm,Fabaceae,Erythrina,crista-galli,,,Erythrina crista-galli,L.,1767
Angiosperm,Fabaceae,Euchresta,formosana,,,Euchresta formosana,(Hayata) Ohwi,1936
Angiosperm,Fabaceae,Euchresta,horsfieldii,,,Euchresta horsfieldii,(Lesch.) Benn.,1840
Angiosperm,Fabaceae,Falcataria,falcata,,,Falcataria falcata,(L.) Greuter & R.Rankin,2016
Angiosperm,Fabaceae,Flemingia,lineata,,,Flemingia lineata,(L.) Roxb. ex W.T.Aiton,1814
Angiosperm,Fabaceae,Flemingia,macrophylla,,,Flemingia macrophylla,(Willd.) Kuntze ex Merr.,1910
Angiosperm,Fabaceae,Flemingia,strobilifera,,,Flemingia strobilifera,(L.) W.T.Aiton,1812
Angiosperm,Fabaceae,Flemingia,trifoliata,,,Flemingia trifoliata,(Jungh.) C.Y.Wu,1946
Angiosperm,Fabaceae,Flemingia,ferruginea,,,Flemingia ferruginea,Wall. ex Benth.,1852
Angiosperm,Fabaceae,Flemingia,procumbens,,,Flemingia procumbens,Roxb.,1814
Angiosperm,Fabaceae,Flemingia,stricta,,,Flemingia stricta,Roxb.,1812
Angiosperm,Fabaceae,Galactia,tashiroi,,,Galactia tashiroi,Maxim.,1886
Angiosperm,Fabaceae,Galactia,tenuiflora,,,Galactia tenuiflora,(J.G.Klein ex Willd.) Wight & Arn.,1834
Angiosperm,Fabaceae,Gigasiphon,dolichocalyx,,,Gigasiphon dolichocalyx,(Merr.) de Wit,1956
Angiosperm,Fabaceae,Gleditsia,rolfei,,,Gleditsia rolfei,S.Vidal,1886
Angiosperm,Fabaceae,Gliricidia,sepium,,,Gliricidia sepium,(Jacq.) Kunth,1842
Angiosperm,Fabaceae,Glycine,tomentella,,,Glycine tomentella,Hayata,1920
Angiosperm,Fabaceae,Glycine,max,,,Glycine max,(L.) Merr.,1917
Angiosperm,Fabaceae,Grona,adscendens,,,Grona adscendens,(Sw.) H.Ohashi & K.Ohashi,2018
Angiosperm,Fabaceae,Grona,heterocarpos,heterocarpos,,Grona heterocarpos heterocarpos,(L.) H.Ohashi & K.Ohashi,2018
Angiosperm,Fabaceae,Grona,heterocarpos,ovalifolia,,Grona heterocarpos ovalifolia,(L.) H.Ohashi & K.Ohashi,2018
Angiosperm,Fabaceae,Grona,heterophylla,,,Grona heterophylla,(Willd.) H.Ohashi & K.Ohashi,2018
Angiosperm,Fabaceae,Grona,nemorosa,whitfordii,,Grona nemorosa whitfordii,(F.Muell. ex Benth.) H.Ohashi & K.Ohashi,2018
Angiosperm,Fabaceae,Grona,styracifolia,,,Grona styracifolia,(Osbeck) H.Ohashi & K.Ohashi,2018
Angiosperm,Fabaceae,Grona,triflora,,,Grona triflora,(L.) H.Ohashi & K.Ohashi,2018
Angiosperm,Fabaceae,Guilandina,bonduc,,,Guilandina bonduc,L.,1753
Angiosperm,Fabaceae,Haematoxylum,campechianum,,,Haematoxylum campechianum,L.,1753
Angiosperm,Fabaceae,Hanslia,ormocarpoides,,,Hanslia ormocarpoides,(DC.) H.Ohashi,2004
Angiosperm,Fabaceae,Hedysarum,malacophyllum,,,Hedysarum malacophyllum,Link,1822
Angiosperm,Fabaceae,Hylodesmum,laxum,laxum,,Hylodesmum laxum laxum,(DC.) H.Ohashi & R.R.Mill,2000
Angiosperm,Fabaceae,Hylodesmum,leptopus,,,Hylodesmum leptopus,(A.Gray ex Benth.) H.Ohashi & R.R.Mill,2000
Angiosperm,Fabaceae,Hylodesmum,podocarpum,podocarpum,,Hylodesmum podocarpum podocarpum,(DC.) H.Ohashi & R.R.Mill,2000
Angiosperm,Fabaceae,Hylodesmum,podocarpum,oxyphyllum,,Hylodesmum podocarpum oxyphyllum,(DC.) H.Ohashi & R.R.Mill,2000
Angiosperm,Fabaceae,Hylodesmum,repandum,,,Hylodesmum repandum,(Vahl) H.Ohashi & R.R.Mill,2000
Angiosperm,Fabaceae,Hymenaea,courbaril,,,Hymenaea courbaril,L.,1753
Angiosperm,Fabaceae,Indigofera,arrecta,,,Indigofera arrecta,Hochst. ex A.Rich.,1847
Angiosperm,Fabaceae,Indigofera,decora,,,Indigofera decora,Lindl.,1846
Angiosperm,Fabaceae,Indigofera,galegoides,,,Indigofera galegoides,DC.,1825
Angiosperm,Fabaceae,Indigofera,hendecaphylla,,,Indigofera hendecaphylla,Jacq.,1788
Angiosperm,Fabaceae,Indigofera,hirsuta,,,Indigofera hirsuta,L.,1753
Angiosperm,Fabaceae,Indigofera,linifolia,,,Indigofera linifolia,(L.f.) Retz.,1786
Angiosperm,Fabaceae,Indigofera,luzonensis,,,Indigofera luzonensis,de Kort & G.Thijsse,1984
Angiosperm,Fabaceae,Indigofera,nigrescens,,,Indigofera nigrescens,Kurz ex King & Prain,1898
Angiosperm,Fabaceae,Indigofera,spicata,,,Indigofera spicata,Forssk.,1775
Angiosperm,Fabaceae,Indigofera,suffruticosa,suffruticosa,,Indigofera suffruticosa suffruticosa,Mill.,1768
Angiosperm,Fabaceae,Indigofera,tinctoria,,,Indigofera tinctoria,L.,1753
Angiosperm,Fabaceae,Indigofera,trifoliata,trifoliata,,Indigofera trifoliata trifoliata,L.,1759
Angiosperm,Fabaceae,Indigofera,trifoliata,unifoliolata,,Indigofera trifoliata unifoliolata,L.,1759
Angiosperm,Fabaceae,Indigofera,zollingeriana,,,Indigofera zollingeriana,Miq.,1855
Angiosperm,Fabaceae,Inga,edulis,,,Inga edulis,Mart.,1837
Angiosperm,Fabaceae,Inga,laurina,,,Inga laurina,(Sw.) Willd.,1806
Angiosperm,Fabaceae,Inga,spectabilis,,,Inga spectabilis,(Vahl) Willd.,1806
Angiosperm,Fabaceae,Inocarpus,fagifer,,,Inocarpus fagifer,(Parkinson) Fosberg,1941
Angiosperm,Fabaceae,Intsia,bijuga,,,Intsia bijuga,(Colebr.) Kuntze,1891
Angiosperm,Fabaceae,Intsia,palembanica,,,Intsia palembanica,Miq.,1861
Angiosperm,Fabaceae,Koompassia,excelsa,,,Koompassia excelsa,(Becc.) Taub.,1891
Angiosperm,Fabaceae,Kunstleria,forbesii,,,Kunstleria forbesii,Prain,1897
Angiosperm,Fabaceae,Kunstleria,philippinensis,,,Kunstleria philippinensis,Merr.,1914
Angiosperm,Fabaceae,Lablab,purpureus,,,Lablab purpureus,(L.) Sweet,1826
Angiosperm,Fabaceae,Lathyrus,oleraceus,,,Lathyrus oleraceus,Lam.,1779
Angiosperm,Fabaceae,Leptodesmia,microphylla,,,Leptodesmia microphylla,(Thunb.) H.Ohashi & K.Ohashi,2018
Angiosperm,Fabaceae,Leptospron,adenanthum,,,Leptospron adenanthum,(G.Mey.) A.Delgado,2011
Angiosperm,Fabaceae,Lespedeza,juncea,,,Lespedeza juncea,(L.f.) Pers.,1807
Angiosperm,Fabaceae,Leucaena,leucocephala,,,Leucaena leucocephala,(Lam.) de Wit,1961
Angiosperm,Fabaceae,Leucaena,×,,,Leucaena ×,C.E.Hughes & S.A.Harris,1998
Angiosperm,Fabaceae,Lysiphyllum,binatum,,,Lysiphyllum binatum,(Blanco) de Wit,1956
Angiosperm,Fabaceae,Macropsychanthus,ferrugineus,,,Macropsychanthus ferrugineus,Merr.,1910
Angiosperm,Fabaceae,Macropsychanthus,hexander,,,Macropsychanthus hexander,(Ralph) L.P.Queiroz & Snak,2020
Angiosperm,Fabaceae,Macropsychanthus,mindanaensis,,,Macropsychanthus mindanaensis,Merr.,1910
Angiosperm,Fabaceae,Macropsychanthus,purpureus,,,Macropsychanthus purpureus,(Elmer) L.P.Queiroz & Snak,2020
Angiosperm,Fabaceae,Macropsychanthus,umbrinus,,,Macropsychanthus umbrinus,(Elmer) L.P.Queiroz & Snak,2020
Angiosperm,Fabaceae,Macroptilium,atropurpureum,,,Macroptilium atropurpureum,(DC.) Urb.,1928
Angiosperm,Fabaceae,Macroptilium,lathyroides,,,Macroptilium lathyroides,(L.) Urb.,1928
Angiosperm,Fabaceae,Macrotyloma,uniflorum,,,Macrotyloma uniflorum,(Lam.) Verdc.,1970
Angiosperm,Fabaceae,Medicago,lupulina,,,Medicago lupulina,L.,1753
Angiosperm,Fabaceae,Medicago,polymorpha,,,Medicago polymorpha,L.,1753
Angiosperm,Fabaceae,Melilotus,indicus,,,Melilotus indicus,(L.) All.,1785
Angiosperm,Fabaceae,Mezoneuron,andamanicum,,,Mezoneuron andamanicum,Prain,1892
Angiosperm,Fabaceae,Mezoneuron,cucullatum,,,Mezoneuron cucullatum,(Roxb.) Wight & Arn.,1834
Angiosperm,Fabaceae,Mezoneuron,hymenocarpum,,,Mezoneuron hymenocarpum,Wight & Arn. ex Prain,1897
Angiosperm,Fabaceae,Mezoneuron,latisiliquum,,,Mezoneuron latisiliquum,(Cav.) Merr.,1909
Angiosperm,Fabaceae,Mezoneuron,mindorense,,,Mezoneuron mindorense,Merr.,1908
Angiosperm,Fabaceae,Mezoneuron,pubescens,,,Mezoneuron pubescens,Desf.,1818
Angiosperm,Fabaceae,Mimosa,diplotricha,,,Mimosa diplotricha,C.Wright,1869
Angiosperm,Fabaceae,Mimosa,pudica,,,Mimosa pudica,L.,1753
Angiosperm,Fabaceae,Mimosa,quadrivalvis,,,Mimosa quadrivalvis,L.,1753
Angiosperm,Fabaceae,Monarthrocarpus,securiformis,,,Monarthrocarpus securiformis,(Benth.) Merr.,1910
Angiosperm,Fabaceae,Mucuna,angustifolia,,,Mucuna angustifolia,Adema,2016
Angiosperm,Fabaceae,Mucuna,aurea,,,Mucuna aurea,C.B.Rob.,1908
Angiosperm,Fabaceae,Mucuna,curranii,,,Mucuna curranii,Elmer,1907
Angiosperm,Fabaceae,Mucuna,diplax,,,Mucuna diplax,Wilmot-Dear,1991
Angiosperm,Fabaceae,Mucuna,gigantea,gigantea,,Mucuna gigantea gigantea,(Willd.) DC.,1825
Angiosperm,Fabaceae,Mucuna,gigantea,plurisemina,,Mucuna gigantea plurisemina,(Willd.) DC.,1825
Angiosperm,Fabaceae,Mucuna,hainanensis,multilamellata,,Mucuna hainanensis multilamellata,Hayata,1913
Angiosperm,Fabaceae,Mucuna,longipedunculata,,,Mucuna longipedunculata,Merr.,1905
Angiosperm,Fabaceae,Mucuna,mindorensis,,,Mucuna mindorensis,Merr.,1908
Angiosperm,Fabaceae,Mucuna,pachycarpa,,,Mucuna pachycarpa,Parreno ex Wilmot-Dear,2016
Angiosperm,Fabaceae,Mucuna,platyplekta,,,Mucuna platyplekta,Quisumb. & Merr.,1928
Angiosperm,Fabaceae,Mucuna,pruriens,,,Mucuna pruriens,(L.) DC.,1825
Angiosperm,Fabaceae,Mucuna,reticulata,,,Mucuna reticulata,Burck,1893
Angiosperm,Fabaceae,Mucuna,samarensis,,,Mucuna samarensis,Merr.,1922
Angiosperm,Fabaceae,Mucuna,sericophylla,,,Mucuna sericophylla,Perkins,1904
Angiosperm,Fabaceae,Neltuma,juliflora,,,Neltuma juliflora,(Sw.) Raf.,1838
Angiosperm,Fabaceae,Neptunia,gracilis,,,Neptunia gracilis,Benth.,1842
Angiosperm,Fabaceae,Neptunia,oleracea,,,Neptunia oleracea,Lour.,1790
Angiosperm,Fabaceae,Neustanthus,phaseoloides,,,Neustanthus phaseoloides,(Roxb.) Benth.,1852
Angiosperm,Fabaceae,Ormocarpum,cochinchinense,,,Ormocarpum cochinchinense,(Lour.) Merr.,1910
Angiosperm,Fabaceae,Ormocarpum,philippinense,,,Ormocarpum philippinense,Arbainsyah,2024
Angiosperm,Fabaceae,Ormocarpum,sennoides,sennoides,,Ormocarpum sennoides sennoides,(Willd.) DC.,1825
Angiosperm,Fabaceae,Ormocarpum,smitsii,,,Ormocarpum smitsii,Arbainsyah,2024
Angiosperm,Fabaceae,Ormosia,bancana,,,Ormosia bancana,(Miq.) Merr.,1921
Angiosperm,Fabaceae,Ormosia,calavensis,,,Ormosia calavensis,Azaola,1845
Angiosperm,Fabaceae,Ormosia,macrodisca,,,Ormosia macrodisca,Baker,1878
Angiosperm,Fabaceae,Ormosia,paniculata,,,Ormosia paniculata,Merr.,1906
Angiosperm,Fabaceae,Ormosia,surigaensis,,,Ormosia surigaensis,Merr.,1920
Angiosperm,Fabaceae,Ototropis,sequax,,,Ototropis sequax,(Wall.) H.Ohashi & K.Ohashi,2012
Angiosperm,Fabaceae,Pachyrhizus,erosus,,,Pachyrhizus erosus,(L.) Urb.,1905
Angiosperm,Fabaceae,Parkia,speciosa,,,Parkia speciosa,Hassk.,1842
Angiosperm,Fabaceae,Parkia,timoriana,,,Parkia timoriana,(DC.) Merr.,1910
Angiosperm,Fabaceae,Parkia,sumatrana,sumatrana,,Parkia sumatrana sumatrana,Miq.,1861
Angiosperm,Fabaceae,Parkia,sherfeseei,,,Parkia sherfeseei,Merr.,1915
Angiosperm,Fabaceae,Peltophorum,pterocarpum,,,Peltophorum pterocarpum,(DC.) Backer ex K.Heyne,1927
Angiosperm,Fabaceae,Pericopsis,mooniana,,,Pericopsis mooniana,(Thwaites) Thwaites,1864
Angiosperm,Fabaceae,Phanera,aherniana,,,Phanera aherniana,(Perkins) de Wit,1956
Angiosperm,Fabaceae,Phanera,ferruginea,,,Phanera ferruginea,(Roxb.) Benth.,1851
Angiosperm,Fabaceae,Phanera,finlaysoniana,,,Phanera finlaysoniana,Benth.,1852
Angiosperm,Fabaceae,Phanera,integrifolia,cumingiana,,Phanera integrifolia cumingiana,(Roxb.) Benth.,1852
Angiosperm,Fabaceae,Phanera,lingua,,,Phanera lingua,(DC.) Miq.,1855
Angiosperm,Fabaceae,Phanera,merrilliana,,,Phanera merrilliana,(Perkins) de Wit,1956
Angiosperm,Fabaceae,Phanera,pachyphylla,,,Phanera pachyphylla,(Merr.) de Wit,1956
Angiosperm,Fabaceae,Phanera,pauciflora,,,Phanera pauciflora,(Merr.) de Wit,1956
Angiosperm,Fabaceae,Phanera,semibifida,,,Phanera semibifida,(Roxb.) Benth.,1852
Angiosperm,Fabaceae,Phaseolus,lunatus,,,Phaseolus lunatus,L.,1753
Angiosperm,Fabaceae,Phaseolus,vulgaris,,,Phaseolus vulgaris,L.,1753
Angiosperm,Fabaceae,Phylacium,bracteosum,,,Phylacium bracteosum,Benn.,1840
Angiosperm,Fabaceae,Phyllodium,pulchellum,,,Phyllodium pulchellum,(L.) Desv.,1813
Angiosperm,Fabaceae,Piliostigma,malabaricum,,,Piliostigma malabaricum,(Roxb.) Benth.,1852
Angiosperm,Fabaceae,Pithecellobium,dulce,,,Pithecellobium dulce,(Roxb.) Benth.,1844
Angiosperm,Fabaceae,Pithecellobium,platycarpum,,,Pithecellobium platycarpum,Merr.,1910
Angiosperm,Fabaceae,Pleurolobus,gangeticus,,,Pleurolobus gangeticus,(L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,2018
Angiosperm,Fabaceae,Polhillides,velutina,,,Polhillides velutina,(Willd.) H.Ohashi & K.Ohashi,2019
Angiosperm,Fabaceae,Pongamia,ahernii,,,Pongamia ahernii,(Merr. & Rolfe) Z.Q.Song,2025
Angiosperm,Fabaceae,Pongamia,brachybotrys,,,Pongamia brachybotrys,(Merr.) Z.Q.Song,2025
Angiosperm,Fabaceae,Pongamia,brachycarpa,,,Pongamia brachycarpa,(Merr.) Z.Q.Song,2025
Angiosperm,Fabaceae,Pongamia,merrillii,,,Pongamia merrillii,(Perkins) Z.Q.Song,2025
Angiosperm,Fabaceae,Pongamia,pinnata,,,Pongamia pinnata,(L.) Pierre,1898
Angiosperm,Fabaceae,Pongamia,platyphylla,,,Pongamia platyphylla,(Merr. ex Dunn) Z.Q.Song,2025
Angiosperm,Fabaceae,Pongamia,tenuipes,,,Pongamia tenuipes,(Merr.) Z.Q.Song,2025
Angiosperm,Fabaceae,Pongamia,longipes,,,Pongamia longipes,(Perkins) Z.Q.Song,2025
Angiosperm,Fabaceae,Pongamia,stipulata,,,Pongamia stipulata,(Dunn) Z.Q.Song,2025
Angiosperm,Fabaceae,Pongamia,xylocarpa,,,Pongamia xylocarpa,(Miq.) Z.Q.Song,2025
Angiosperm,Fabaceae,Prioria,alternifolia,,,Prioria alternifolia,(Elmer) Breteler,1999
Angiosperm,Fabaceae,Pseudarthria,viscida,,,Pseudarthria viscida,(L.) Wight & Arn.,1834
Angiosperm,Fabaceae,Psophocarpus,tetragonolobus,,,Psophocarpus tetragonolobus,(L.) DC.,1825
Angiosperm,Fabaceae,Pterocarpus,indicus,,,Pterocarpus indicus,Willd.,1800
Angiosperm,Fabaceae,Pterocarpus,marsupium,,,Pterocarpus marsupium,Roxb.,1799
Angiosperm,Fabaceae,Pterolobium,membranulaceum,,,Pterolobium membranulaceum,(Blanco) Merr.,1906
Angiosperm,Fabaceae,Pueraria,montana,,,Pueraria montana,(Lour.) Merr.,1935
Angiosperm,Fabaceae,Pueraria,pulcherrima,,,Pueraria pulcherrima,(Koord.) Merr. ex Koord.-Schum.,1914
Angiosperm,Fabaceae,Pycnospora,lutescens,,,Pycnospora lutescens,(Poir.) Schindl.,1926
Angiosperm,Fabaceae,Rhynchosia,acuminatissima,,,Rhynchosia acuminatissima,Miq.,1855
Angiosperm,Fabaceae,Rhynchosia,minima,,,Rhynchosia minima,(L.) DC.,1825
Angiosperm,Fabaceae,Rhynchosia,volubilis,,,Rhynchosia volubilis,Lour.,1790
Angiosperm,Fabaceae,Samanea,saman,,,Samanea saman,(Jacq.) Merr.,1916
Angiosperm,Fabaceae,Saraca,indica,,,Saraca indica,L.,1767
Angiosperm,Fabaceae,Saraca,thaipingensis,,,Saraca thaipingensis,Cantley ex Prain,1897
Angiosperm,Fabaceae,Sarcodum,scandens,,,Sarcodum scandens,Lour.,1790
Angiosperm,Fabaceae,Schizolobium,parahyba,,,Schizolobium parahyba,(Vell.) S.F.Blake,1919
Angiosperm,Fabaceae,Schleinitzia,megaladenia,,,Schleinitzia megaladenia,(Merr.) P.Guinet & I.C.Nielsen,1980
Angiosperm,Fabaceae,Senegalia,merrillii,,,Senegalia merrillii,"(I.C.Nielsen) Maslin, Seigler & Ebinger",2013
Angiosperm,Fabaceae,Senegalia,palawanensis,,,Senegalia palawanensis,"(I.C.Nielsen) Maslin, Seigler & Ebinger",2013
Angiosperm,Fabaceae,Senegalia,pluriglandulosa,,,Senegalia pluriglandulosa,"(Verdc.) Maslin, Seigler & Ebinger",2013
Angiosperm,Fabaceae,Senegalia,rugata,,,Senegalia rugata,(Lam.) Britton & Rose,1928
Angiosperm,Fabaceae,Senegalia,sulitii,,,Senegalia sulitii,"(I.C.Nielsen) Maslin, Seigler & Ebinger",2013
Angiosperm,Fabaceae,Senegalia,tawitawiensis,,,Senegalia tawitawiensis,"(I.C.Nielsen) Maslin, Seigler & Ebinger",2013
Angiosperm,Fabaceae,Senegalia,catechu,,,Senegalia catechu,(L.f.) P.J.H.Hurter & Mabb.,2008
Angiosperm,Fabaceae,Senegalia,pluricapitata,,,Senegalia pluricapitata,"(Steud.) Maslin, Seigler & Ebinger",2013
Angiosperm,Fabaceae,Senegalia,caesia,,,Senegalia caesia,"(L.) Maslin, Seigler & Ebinger",2013
Angiosperm,Fabaceae,Senna,alata,,,Senna alata,(L.) Roxb.,1832
Angiosperm,Fabaceae,Senna,divaricata,,,Senna divaricata,(Nees & Blume) Lock,1988
Angiosperm,Fabaceae,Senna,fruticosa,,,Senna fruticosa,(Mill.) H.S.Irwin & Barneby,1982
Angiosperm,Fabaceae,Senna,hirsuta,,,Senna hirsuta,(L.) H.S.Irwin & Barneby,1979
Angiosperm,Fabaceae,Senna,obtusifolia,,,Senna obtusifolia,(L.) H.S.Irwin & Barneby,1982
Angiosperm,Fabaceae,Senna,occidentalis,,,Senna occidentalis,(L.) Link,1831
Angiosperm,Fabaceae,Senna,siamea,,,Senna siamea,(Lam.) H.S.Irwin & Barneby,1982
Angiosperm,Fabaceae,Senna,sophera,,,Senna sophera,(L.) Roxb.,1832
Angiosperm,Fabaceae,Senna,spectabilis,,,Senna spectabilis,(DC.) H.S.Irwin & Barneby,1982
Angiosperm,Fabaceae,Senna,timoriensis,,,Senna timoriensis,(DC.) H.S.Irwin & Barneby,1982
Angiosperm,Fabaceae,Senna,tora,,,Senna tora,(L.) Roxb.,1832
Angiosperm,Fabaceae,Serianthes,grandiflora,,,Serianthes grandiflora,Benth.,1844
Angiosperm,Fabaceae,Sesbania,cannabina,,,Sesbania cannabina,(Retz.) Poir.,1806
Angiosperm,Fabaceae,Sesbania,grandiflora,,,Sesbania grandiflora,(L.) Poir.,1806
Angiosperm,Fabaceae,Sesbania,roxburghii,,,Sesbania roxburghii,Merr.,1909
Angiosperm,Fabaceae,Sesbania,sesban,,,Sesbania sesban,(L.) Merr.,1912
Angiosperm,Fabaceae,Sesbania,javanica,,,Sesbania javanica,Miq.,1855
Angiosperm,Fabaceae,Sesbania,speciosa,,,Sesbania speciosa,Taub. ex Engl.,1894
Angiosperm,Fabaceae,Shuteria,involucrata,,,Shuteria involucrata,(Wall.) Wight & Arn. ex Walp.,1842
Angiosperm,Fabaceae,Sindora,coriacea,,,Sindora coriacea,(Baker) Prain,1897
Angiosperm,Fabaceae,Sindora,inermis,,,Sindora inermis,Merr.,1915
Angiosperm,Fabaceae,Sindora,supa,,,Sindora supa,Merr.,1906
Angiosperm,Fabaceae,Sindora,wallichii,,,Sindora wallichii,Benth.,1867
Angiosperm,Fabaceae,Smithia,ciliata,,,Smithia ciliata,Royle,1835
Angiosperm,Fabaceae,Smithia,conferta,,,Smithia conferta,Sm.,1816
Angiosperm,Fabaceae,Smithia,sensitiva,,,Smithia sensitiva,Aiton,1789
Angiosperm,Fabaceae,Sohmaea,diffusa,,,Sohmaea diffusa,(DC.) H.Ohashi & K.Ohashi,2018
Angiosperm,Fabaceae,Sohmaea,laxiflora,,,Sohmaea laxiflora,(DC.) H.Ohashi & K.Ohashi,2018
Angiosperm,Fabaceae,Sohmaea,zonata,,,Sohmaea zonata,(Miq.) H.Ohashi & K.Ohashi,2018
Angiosperm,Fabaceae,Sophora,longipes,,,Sophora longipes,Merr.,1917
Angiosperm,Fabaceae,Sophora,tomentosa,,,Sophora tomentosa,L.,1753
Angiosperm,Fabaceae,Sophora,velutina,,,Sophora velutina,Lindl.,1828
Angiosperm,Fabaceae,Spatholobus,apoensis,,,Spatholobus apoensis,Elmer,1910
Angiosperm,Fabaceae,Spatholobus,ferrugineus,,,Spatholobus ferrugineus,(Zoll. & Moritzi) Benth.,1852
Angiosperm,Fabaceae,Spatholobus,littoralis,,,Spatholobus littoralis,Hassk.,1842
Angiosperm,Fabaceae,Spatholobus,macropterus,,,Spatholobus macropterus,Miq.,1861
Angiosperm,Fabaceae,Spatholobus,maingayi,,,Spatholobus maingayi,Prain,1897
Angiosperm,Fabaceae,Spatholobus,sanguineus,,,Spatholobus sanguineus,Elmer,1919
Angiosperm,Fabaceae,Spatholobus,gyrocarpus,,,Spatholobus gyrocarpus,Benth.,1852
Angiosperm,Fabaceae,Strongylodon,caeruleus,,,Strongylodon caeruleus,Merr.,1905
Angiosperm,Fabaceae,Strongylodon,elmeri,,,Strongylodon elmeri,Merr.,1905
Angiosperm,Fabaceae,Strongylodon,juangonzalezii,,,Strongylodon juangonzalezii,"Hadsall, Alejado & Cajano",2016
Angiosperm,Fabaceae,Strongylodon,loheri,,,Strongylodon loheri,S.F.Huang,1991
Angiosperm,Fabaceae,Strongylodon,lucidus,,,Strongylodon lucidus,(G.Forst.) Seem.,1865
Angiosperm,Fabaceae,Strongylodon,macrobotrys,,,Strongylodon macrobotrys,A.Gray,1854
Angiosperm,Fabaceae,Strongylodon,pulcher,,,Strongylodon pulcher,C.B.Rob.,1908
Angiosperm,Fabaceae,Strongylodon,zschokkei,,,Strongylodon zschokkei,Elmer,1907
Angiosperm,Fabaceae,Strongylodon,crassifolius,,,Strongylodon crassifolius,Perkins,1904
Angiosperm,Fabaceae,Stylosanthes,guianensis,,,Stylosanthes guianensis,(Aubl.) Sw.,1789
Angiosperm,Fabaceae,Stylosanthes,humilis,,,Stylosanthes humilis,Kunth,1824
Angiosperm,Fabaceae,Sympetalandra,densiflora,,,Sympetalandra densiflora,(Elmer) Steenis,1975
Angiosperm,Fabaceae,Sympetalandra,unijuga,,,Sympetalandra unijuga,(Airy Shaw) Steenis,1975
Angiosperm,Fabaceae,Tadehagi,triquetrum,triquetrum,,Tadehagi triquetrum triquetrum,(L.) H.Ohashi,1973
Angiosperm,Fabaceae,Tadehagi,triquetrum,auriculatum,,Tadehagi triquetrum auriculatum,(L.) H.Ohashi,1973
